,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
44543,4,23,1,5,1,1.0,1
44544,6,18,0,6,0,-1.0,1
44545,3,26,1,16,0,1.0,0
44546,2,21,0,17,0,-1.0,1
44547,3,20,0,14,0,-1.0,1
44548,8,17,0,13,0,-1.0,1
44549,10,24,1,19,0,1.0,0
44550,K,20,0,10,0,-1.0,1
44551,4,21,0,15,0,-1.0,1
44552,9,19,0,17,0,-1.0,1
44553,3,18,0,17,0,-1.0,1
44554,Q,17,0,18,0,1.0,0
44555,J,23,1,19,0,1.0,0
44556,4,22,1,16,0,1.0,0
44557,5,22,1,17,0,1.0,0
44558,5,18,0,15,0,-1.0,1
44559,10,17,0,20,0,1.0,0
44560,K,21,0,14,0,-1.0,1
44561,9,19,0,10,1,-1.0,0
44562,J,17,0,19,0,1.0,0
44563,3,19,0,20,0,1.0,0
44564,8,18,0,15,0,-1.0,1
44565,Q,20,0,13,0,-1.0,1
44566,K,21,0,17,0,-1.0,1
44567,5,22,1,15,0,1.0,0
44568,K,17,0,20,0,1.0,0
44569,4,21,0,15,0,-1.0,1
44570,8,18,0,19,0,1.0,0
44571,8,18,0,10,0,-1.0,1
44572,6,18,0,14,0,-1.0,1
44573,10,25,1,14,0,1.0,0
44574,J,26,1,17,0,1.0,0
44575,A,21,0,10,0,-1.0,1
44576,4,17,0,20,0,1.0,0
44577,8,19,0,21,0,1.0,0
44578,9,23,1,11,1,1.0,1
44579,Q,19,0,10,0,-1.0,1
44580,2,18,0,10,0,-1.0,1
44581,2,22,1,15,0,1.0,0
44582,10,20,0,14,0,-1.0,1
44583,9,18,0,8,1,-1.0,0
44584,8,19,0,12,0,-1.0,1
44585,3,17,0,19,0,1.0,0
44586,J,17,0,8,1,1.0,1
44587,6,17,0,16,0,-1.0,1
44588,9,17,0,4,1,-1.0,0
44589,A,21,0,12,0,-1.0,1
44590,8,17,0,13,0,-1.0,1
44591,10,17,0,7,1,-1.0,0
44592,3,22,1,13,0,1.0,0
44593,10,21,0,12,0,-1.0,1
44594,5,20,0,9,0,-1.0,1
44595,K,20,0,11,1,1.0,1
44596,9,19,0,14,0,-1.0,1
44597,6,24,1,14,0,1.0,0
44598,K,19,0,21,0,1.0,0
44599,9,17,0,12,0,-1.0,1
44600,Q,17,0,20,0,1.0,0
44601,Q,24,1,15,0,1.0,0
44602,K,21,0,19,0,-1.0,1
44603,10,20,0,11,1,-1.0,0
44604,7,19,0,13,0,-1.0,1
44605,J,26,1,20,0,1.0,0
44606,4,24,1,18,0,1.0,0
44607,9,18,0,19,0,1.0,0
44608,A,20,0,14,0,-1.0,1
44609,A,17,0,12,0,-1.0,1
44610,9,23,1,13,0,1.0,0
44611,6,25,1,9,0,1.0,0
44612,7,17,0,12,0,-1.0,1
44613,A,21,0,7,0,-1.0,1
44614,3,19,0,14,0,-1.0,1
44615,6,26,1,16,0,1.0,0
44616,10,20,0,13,0,-1.0,1
44617,A,21,0,20,0,-1.0,1
44618,7,17,0,16,0,-1.0,1
44619,2,17,0,12,0,-1.0,1
44620,5,18,0,20,0,1.0,0
44621,K,20,0,19,0,-1.0,1
44622,7,17,0,7,0,-1.0,1
44623,K,23,1,17,0,1.0,0
44624,J,20,0,11,0,-1.0,1
44625,4,17,0,18,0,1.0,0
44626,6,18,0,12,0,-1.0,1
44627,2,22,1,8,1,1.0,1
44628,2,22,1,14,0,1.0,0
44629,4,19,0,11,1,1.0,1
44630,4,20,0,13,0,-1.0,1
44631,J,18,0,18,0,0.0,0
44632,A,21,0,13,0,-1.0,1
44633,10,23,1,17,0,1.0,0
44634,10,21,0,13,0,-1.0,1
44635,3,23,1,20,0,1.0,0
44636,9,21,0,16,0,-1.0,1
44637,8,18,0,19,0,1.0,0
44638,3,23,1,14,0,1.0,0
44639,4,21,0,18,0,-1.0,1
44640,Q,22,1,17,0,1.0,0
44641,7,17,0,14,0,-1.0,1
44642,A,21,0,15,0,-1.0,1
44643,8,18,0,12,0,-1.0,1
44644,4,17,0,5,0,-1.0,1
44645,6,22,1,16,0,1.0,0
44646,6,21,0,8,0,-1.0,1
44647,4,19,0,20,0,1.0,0
44648,3,20,0,12,0,-1.0,1
44649,Q,24,1,17,0,1.0,0
44650,K,20,0,16,0,-1.0,1
44651,Q,17,0,14,0,-1.0,1
44652,9,19,0,20,0,1.0,0
44653,4,24,1,12,0,1.0,0
44654,8,26,1,20,0,1.0,0
44655,Q,20,0,19,0,-1.0,1
44656,8,19,0,10,1,1.0,1
44657,10,20,0,10,0,-1.0,1
44658,6,20,0,16,0,-1.0,1
44659,10,24,1,19,0,1.0,0
44660,J,20,0,12,0,-1.0,1
44661,J,23,1,17,0,1.0,0
44662,Q,18,0,20,0,1.0,0
44663,2,25,1,13,0,1.0,0
44664,9,19,0,15,0,-1.0,1
44665,2,20,0,10,1,1.0,1
44666,9,21,0,15,0,-1.0,1
44667,A,18,0,17,0,-1.0,1
44668,2,18,0,14,0,-1.0,1
44669,4,23,1,13,0,1.0,0
44670,6,21,0,18,0,-1.0,1
44671,Q,18,0,10,0,-1.0,1
44672,3,21,0,17,0,-1.0,1
44673,2,21,0,12,0,-1.0,1
44674,3,19,0,20,0,1.0,0
44675,6,17,0,12,0,-1.0,1
44676,A,21,0,20,0,-1.0,1
44677,7,18,0,10,1,1.0,1
44678,7,22,1,18,0,1.0,0
44679,6,17,0,15,0,-1.0,1
44680,10,20,0,14,0,-1.0,1
44681,8,18,0,11,1,1.0,1
44682,5,23,1,15,0,1.0,0
44683,Q,17,0,18,0,1.0,0
44684,5,21,0,20,0,-1.0,1
44685,Q,24,1,13,0,1.0,0
44686,4,23,1,7,1,1.0,1
44687,J,23,1,17,0,1.0,0
44688,J,22,1,12,0,1.0,0
44689,3,20,0,20,0,0.0,0
44690,8,21,0,18,0,-1.0,1
44691,6,25,1,14,0,1.0,0
44692,Q,21,0,16,0,-1.0,1
44693,8,23,1,16,0,1.0,0
44694,7,21,0,20,0,-1.0,1
44695,8,18,0,20,0,1.0,0
44696,J,22,1,20,0,1.0,0
44697,5,19,0,14,0,-1.0,1
44698,3,19,0,20,0,1.0,0
44699,6,21,0,21,0,0.0,0
44700,9,22,1,16,0,1.0,0
44701,A,20,0,15,0,-1.0,1
44702,2,20,0,20,0,0.0,0
44703,A,19,0,12,0,-1.0,1
44704,4,23,1,14,0,1.0,0
44705,10,20,0,13,0,-1.0,1
44706,5,24,1,17,0,1.0,0
44707,9,18,0,17,0,-1.0,1
44708,4,21,0,17,0,-1.0,1
44709,4,17,0,14,0,-1.0,1
44710,J,20,0,15,0,-1.0,1
44711,3,19,0,15,0,-1.0,1
44712,7,21,0,17,0,-1.0,1
44713,A,22,1,12,0,1.0,0
44714,K,20,0,19,0,-1.0,1
44715,Q,18,0,14,0,-1.0,1
44716,6,21,0,16,0,-1.0,1
44717,5,23,1,7,1,1.0,1
44718,5,21,0,17,0,-1.0,1
44719,6,21,0,20,0,-1.0,1
44720,9,25,1,9,0,1.0,0
44721,5,24,1,17,0,1.0,0
44722,A,18,0,12,0,-1.0,1
44723,6,19,0,20,0,1.0,0
44724,8,18,0,16,0,-1.0,1
44725,Q,20,0,19,0,-1.0,1
44726,3,17,0,18,0,1.0,0
44727,9,21,0,15,0,-1.0,1
44728,6,24,1,20,0,1.0,0
44729,K,17,0,12,0,-1.0,1
44730,6,25,1,5,1,1.0,1
44731,10,18,0,13,0,-1.0,1
44732,8,18,0,18,0,0.0,0
44733,4,20,0,20,0,0.0,0
44734,Q,18,0,16,0,-1.0,1
44735,7,24,1,15,0,1.0,0
44736,J,17,0,19,0,1.0,0
44737,K,21,0,11,0,-1.0,1
44738,7,17,0,14,0,-1.0,1
44739,6,21,0,20,0,-1.0,1
44740,Q,18,0,12,0,-1.0,1
44741,2,22,1,20,0,1.0,0
44742,10,20,0,19,0,-1.0,1
44743,K,20,0,20,0,0.0,0
44744,4,22,1,13,0,1.0,0
44745,3,18,0,21,0,1.0,0
44746,J,23,1,11,0,1.0,0
44747,6,22,1,16,0,1.0,0
44748,10,20,0,11,0,-1.0,1
44749,3,17,0,14,0,-1.0,1
44750,2,23,1,15,0,1.0,0
44751,9,21,0,14,0,-1.0,1
44752,10,20,0,18,0,-1.0,1
44753,9,20,0,11,1,-1.0,0
44754,8,22,1,17,0,1.0,0
44755,9,19,0,13,0,-1.0,1
44756,A,20,0,18,0,-1.0,1
44757,5,26,1,5,1,1.0,1
44758,J,20,0,20,0,0.0,0
44759,J,19,0,14,0,-1.0,1
44760,10,20,0,12,0,-1.0,1
44761,4,18,0,15,0,-1.0,1
44762,9,21,0,17,0,-1.0,1
44763,J,20,0,6,0,-1.0,1
44764,9,19,0,16,0,-1.0,1
44765,A,21,0,12,0,-1.0,1
44766,Q,19,0,7,0,-1.0,1
44767,2,17,0,14,0,-1.0,1
44768,K,23,1,12,0,1.0,0
44769,A,18,0,20,0,1.0,0
44770,Q,19,0,17,0,-1.0,1
44771,2,22,1,18,0,1.0,0
44772,2,18,0,18,0,0.0,0
44773,Q,20,0,13,0,-1.0,1
44774,7,18,0,14,0,-1.0,1
44775,9,18,0,10,0,-1.0,1
44776,3,24,1,20,0,1.0,0
44777,3,23,1,16,0,1.0,0
44778,8,18,0,20,0,1.0,0
44779,Q,18,0,12,0,-1.0,1
44780,Q,17,0,11,1,1.0,1
44781,K,20,0,13,0,-1.0,1
44782,Q,20,0,17,0,-1.0,1
44783,10,20,0,10,0,-1.0,1
44784,J,26,1,12,0,1.0,0
44785,A,20,0,10,1,0.0,1
44786,9,19,0,21,0,1.0,0
44787,J,23,1,15,0,1.0,0
44788,3,21,0,12,0,-1.0,1
44789,2,17,0,15,0,-1.0,1
44790,2,23,1,20,0,1.0,0
44791,6,22,1,20,0,1.0,0
44792,3,23,1,11,0,1.0,0
44793,10,19,0,14,0,-1.0,1
44794,6,20,0,20,0,0.0,0
44795,J,20,0,14,0,-1.0,1
44796,Q,21,0,10,0,-1.0,1
44797,9,26,1,20,0,1.0,0
44798,5,19,0,18,0,-1.0,1
44799,A,18,0,11,1,1.0,1
44800,K,17,0,8,1,1.0,1
44801,A,21,0,12,0,-1.0,1
44802,2,18,0,15,0,-1.0,1
44803,5,18,0,11,1,-1.0,0
44804,5,22,1,13,0,1.0,0
44805,A,22,1,6,0,1.0,0
44806,10,18,0,17,0,-1.0,1
44807,3,18,0,17,0,-1.0,1
44808,9,19,0,7,0,-1.0,1
44809,2,20,0,16,0,-1.0,1
44810,J,20,0,6,0,-1.0,1
44811,J,20,0,16,0,-1.0,1
44812,A,21,0,19,0,-1.0,1
44813,6,18,0,15,0,-1.0,1
44814,2,20,0,18,0,-1.0,1
44815,K,21,0,20,0,-1.0,1
44816,7,17,0,17,0,0.0,0
44817,J,20,0,10,0,-1.0,1
44818,J,20,0,13,0,-1.0,1
44819,3,18,0,11,1,-1.0,0
44820,K,20,0,6,0,-1.0,1
44821,Q,20,0,12,0,-1.0,1
44822,4,18,0,16,0,-1.0,1
44823,7,26,1,15,0,1.0,0
44824,10,21,0,15,0,-1.0,1
44825,7,17,0,19,0,1.0,0
44826,5,19,0,20,0,1.0,0
44827,10,24,1,16,0,1.0,0
44828,4,24,1,20,0,1.0,0
44829,2,21,0,20,0,-1.0,1
44830,6,23,1,10,1,1.0,1
44831,2,18,0,14,0,-1.0,1
44832,8,18,0,21,0,1.0,0
44833,Q,17,0,17,0,0.0,0
44834,A,21,0,18,0,-1.0,1
44835,2,19,0,11,0,-1.0,1
44836,7,18,0,17,0,-1.0,1
44837,5,18,0,12,0,-1.0,1
44838,4,21,0,13,0,-1.0,1
44839,Q,22,1,20,0,1.0,0
44840,2,25,1,18,0,1.0,0
44841,4,22,1,20,0,1.0,0
44842,K,21,0,18,0,-1.0,1
44843,5,22,1,9,1,1.0,1
44844,9,19,0,12,0,-1.0,1
44845,6,21,0,20,0,-1.0,1
44846,4,23,1,11,1,1.0,1
44847,Q,22,1,14,0,1.0,0
44848,Q,20,0,13,0,-1.0,1
44849,2,20,0,21,0,1.0,0
44850,8,18,0,14,0,-1.0,1
44851,4,21,0,14,0,-1.0,1
44852,7,19,0,15,0,-1.0,1
44853,A,21,0,18,0,-1.0,1
44854,8,24,1,17,0,1.0,0
44855,Q,17,0,17,0,0.0,0
44856,3,23,1,15,0,1.0,0
44857,Q,24,1,19,0,1.0,0
44858,10,20,0,8,0,-1.0,1
44859,2,23,1,6,0,1.0,0
44860,3,22,1,16,0,1.0,0
44861,K,20,0,12,0,-1.0,1
44862,A,20,0,20,0,0.0,0
44863,7,17,0,12,0,-1.0,1
44864,10,19,0,12,0,-1.0,1
44865,5,22,1,18,0,1.0,0
44866,7,17,0,17,0,0.0,0
44867,9,22,1,15,0,1.0,0
44868,Q,19,0,7,0,-1.0,1
44869,3,17,0,14,0,-1.0,1
44870,Q,23,1,9,1,1.0,1
44871,3,22,1,15,0,1.0,0
44872,2,20,0,14,0,-1.0,1
44873,9,18,0,14,0,-1.0,1
44874,3,20,0,16,0,-1.0,1
44875,10,17,0,15,0,-1.0,1
44876,K,21,0,21,0,0.0,0
44877,3,22,1,13,0,1.0,0
44878,3,18,0,17,0,-1.0,1
44879,3,21,0,19,0,-1.0,1
44880,A,20,0,18,0,-1.0,1
44881,7,18,0,15,0,-1.0,1
44882,A,21,0,20,0,-1.0,1
44883,3,18,0,13,0,-1.0,1
44884,9,17,0,12,0,-1.0,1
44885,A,21,0,15,0,-1.0,1
44886,2,25,1,19,0,1.0,0
44887,10,19,0,20,0,1.0,0
44888,3,18,0,19,0,1.0,0
44889,9,21,0,15,0,-1.0,1
44890,8,17,0,11,1,1.0,1
44891,2,18,0,13,0,-1.0,1
44892,6,26,1,21,0,1.0,0
44893,10,20,0,21,0,1.0,0
44894,K,17,0,14,0,-1.0,1
44895,10,20,0,13,0,-1.0,1
44896,8,21,0,20,0,-1.0,1
44897,10,21,0,18,0,-1.0,1
44898,9,21,0,6,1,-1.0,0
44899,Q,17,0,5,0,-1.0,1
44900,6,18,0,14,0,-1.0,1
44901,2,17,0,20,0,1.0,0
44902,4,24,1,18,0,1.0,0
44903,6,23,1,19,0,1.0,0
44904,2,18,0,9,0,-1.0,1
44905,8,26,1,19,0,1.0,0
44906,K,21,0,15,0,-1.0,1
44907,6,17,0,18,0,1.0,0
44908,K,20,0,14,0,-1.0,1
44909,10,20,0,21,0,1.0,0
44910,J,21,0,14,0,-1.0,1
44911,3,18,0,15,0,-1.0,1
44912,10,18,0,6,1,-1.0,0
44913,J,17,0,20,0,1.0,0
44914,4,25,1,12,0,1.0,0
44915,5,21,0,9,1,-1.0,0
44916,7,17,0,18,0,1.0,0
44917,K,19,0,14,0,-1.0,1
44918,K,20,0,19,0,-1.0,1
44919,6,17,0,12,0,-1.0,1
44920,A,21,0,20,0,-1.0,1
44921,4,19,0,19,0,0.0,0
44922,9,24,1,6,0,1.0,0
44923,J,26,1,19,0,1.0,0
44924,10,20,0,10,1,-1.0,0
44925,4,22,1,17,0,1.0,0
44926,Q,20,0,16,0,-1.0,1
44927,A,18,0,10,1,1.0,1
44928,9,18,0,12,0,-1.0,1
44929,7,18,0,12,0,-1.0,1
44930,10,17,0,8,1,1.0,1
44931,Q,20,0,12,0,-1.0,1
44932,7,17,0,16,0,-1.0,1
44933,6,20,0,20,0,0.0,0
44934,Q,20,0,13,0,-1.0,1
44935,9,19,0,18,0,-1.0,1
44936,Q,26,1,9,1,1.0,1
44937,7,17,0,5,0,-1.0,1
44938,A,18,0,16,0,-1.0,1
44939,K,24,1,7,0,1.0,0
44940,3,21,0,14,0,-1.0,1
44941,A,22,1,15,0,1.0,0
44942,9,18,0,11,0,-1.0,1
44943,9,19,0,19,0,0.0,0
44944,Q,17,0,8,0,-1.0,1
44945,8,17,0,15,0,-1.0,1
44946,8,25,1,17,0,1.0,0
44947,3,20,0,11,0,-1.0,1
44948,9,23,1,13,0,1.0,0
44949,10,21,0,18,0,-1.0,1
44950,2,17,0,19,0,1.0,0
44951,4,20,0,15,0,-1.0,1
44952,9,21,0,15,0,-1.0,1
44953,J,17,0,18,0,1.0,0
44954,10,20,0,9,1,0.0,1
44955,K,21,0,10,0,-1.0,1
44956,4,24,1,10,1,1.0,1
44957,J,25,1,20,0,1.0,0
44958,8,18,0,12,0,-1.0,1
44959,10,23,1,11,0,1.0,0
44960,J,21,0,12,0,-1.0,1
44961,K,21,0,20,0,-1.0,1
44962,5,24,1,19,0,1.0,0
44963,K,21,0,19,0,-1.0,1
44964,10,21,0,6,0,-1.0,1
44965,6,17,0,17,0,0.0,0
44966,Q,18,0,13,0,-1.0,1
44967,2,19,0,18,0,-1.0,1
44968,7,17,0,10,1,-1.0,0
44969,3,18,0,10,0,-1.0,1
44970,4,17,0,14,0,-1.0,1
44971,K,20,0,12,0,-1.0,1
44972,7,17,0,19,0,1.0,0
44973,10,18,0,20,0,1.0,0
44974,4,22,1,18,0,1.0,0
44975,10,20,0,21,0,1.0,0
44976,6,20,0,12,0,-1.0,1
44977,6,20,0,10,0,-1.0,1
44978,3,25,1,13,0,1.0,0
44979,3,25,1,9,0,1.0,0
44980,8,19,0,6,0,-1.0,1
44981,J,18,0,19,0,1.0,0
44982,Q,18,0,17,0,-1.0,1
44983,J,17,0,11,1,1.0,1
44984,9,26,1,8,1,1.0,1
44985,K,19,0,15,0,-1.0,1
44986,4,17,0,20,0,1.0,0
44987,9,19,0,13,0,-1.0,1
44988,3,23,1,12,0,1.0,0
44989,6,26,1,14,0,1.0,0
44990,J,21,0,20,0,-1.0,1
44991,Q,20,0,12,0,-1.0,1
44992,10,20,0,14,0,-1.0,1
44993,7,18,0,18,0,0.0,0
44994,3,26,1,16,0,1.0,0
44995,3,26,1,18,0,1.0,0
44996,3,17,0,17,0,0.0,0
44997,4,22,1,19,0,1.0,0
44998,3,17,0,14,0,-1.0,1
44999,9,19,0,9,1,0.0,1
45000,8,20,0,18,0,-1.0,1
45001,9,19,0,17,0,-1.0,1
45002,8,20,0,15,0,-1.0,1
45003,A,17,0,11,1,1.0,1
45004,5,24,1,8,1,1.0,1
45005,5,21,0,13,0,-1.0,1
45006,A,20,0,13,0,-1.0,1
45007,9,26,1,11,0,1.0,0
45008,J,24,1,15,0,1.0,0
45009,7,17,0,10,0,-1.0,1
45010,4,22,1,10,1,1.0,1
45011,9,26,1,16,0,1.0,0
45012,2,26,1,20,0,1.0,0
45013,9,19,0,21,0,1.0,0
45014,2,17,0,15,0,-1.0,1
45015,9,24,1,15,0,1.0,0
45016,7,19,0,17,0,-1.0,1
45017,3,23,1,20,0,1.0,0
45018,2,22,1,19,0,1.0,0
45019,K,20,0,17,0,-1.0,1
45020,6,17,0,20,0,1.0,0
45021,4,22,1,20,0,1.0,0
45022,10,22,1,6,0,1.0,0
45023,A,24,1,13,0,1.0,0
45024,7,17,0,16,0,-1.0,1
45025,8,19,0,17,0,-1.0,1
45026,8,26,1,13,0,1.0,0
45027,8,23,1,20,0,1.0,0
45028,2,22,1,20,0,1.0,0
45029,Q,20,0,12,0,-1.0,1
45030,Q,20,0,12,0,-1.0,1
45031,10,23,1,17,0,1.0,0
45032,2,20,0,16,0,-1.0,1
45033,8,24,1,12,0,1.0,0
45034,J,17,0,14,0,-1.0,1
45035,10,20,0,12,0,-1.0,1
45036,5,25,1,8,0,1.0,0
45037,8,25,1,13,0,1.0,0
45038,6,26,1,10,1,1.0,1
45039,3,19,0,14,0,-1.0,1
45040,2,21,0,11,1,-1.0,0
45041,J,18,0,8,0,-1.0,1
45042,K,17,0,19,0,1.0,0
45043,4,19,0,21,0,1.0,0
45044,7,17,0,19,0,1.0,0
45045,J,17,0,19,0,1.0,0
45046,5,18,0,15,0,-1.0,1
45047,2,18,0,19,0,1.0,0
45048,K,20,0,16,0,-1.0,1
45049,A,17,0,5,1,-1.0,0
45050,6,17,0,17,0,0.0,0
45051,7,20,0,20,0,0.0,0
45052,2,22,1,9,1,1.0,1
45053,9,19,0,9,0,-1.0,1
45054,Q,18,0,14,0,-1.0,1
45055,J,24,1,10,1,1.0,1
45056,10,19,0,14,0,-1.0,1
45057,J,20,0,10,1,-1.0,0
45058,J,17,0,20,0,1.0,0
45059,6,23,1,18,0,1.0,0
45060,A,18,0,17,0,-1.0,1
45061,9,18,0,12,0,-1.0,1
45062,4,20,0,14,0,-1.0,1
45063,6,26,1,15,0,1.0,0
45064,Q,20,0,12,0,-1.0,1
45065,6,26,1,11,0,1.0,0
45066,10,17,0,20,0,1.0,0
45067,8,25,1,15,0,1.0,0
45068,A,18,0,20,0,1.0,0
45069,4,19,0,14,0,-1.0,1
45070,A,18,0,15,0,-1.0,1
45071,6,18,0,20,0,1.0,0
45072,10,25,1,16,0,1.0,0
45073,Q,19,0,17,0,-1.0,1
45074,2,26,1,9,0,1.0,0
45075,9,18,0,17,0,-1.0,1
45076,6,22,1,12,0,1.0,0
45077,9,18,0,14,0,-1.0,1
45078,8,19,0,17,0,-1.0,1
45079,A,19,0,10,0,-1.0,1
45080,4,18,0,16,0,-1.0,1
45081,A,21,0,19,0,-1.0,1
45082,J,26,1,13,0,1.0,0
45083,7,25,1,20,0,1.0,0
45084,9,19,0,17,0,-1.0,1
45085,6,22,1,10,1,1.0,1
45086,8,19,0,14,0,-1.0,1
45087,7,17,0,7,1,-1.0,0
45088,Q,22,1,12,0,1.0,0
45089,2,22,1,9,1,1.0,1
45090,5,24,1,20,0,1.0,0
45091,7,20,0,9,0,-1.0,1
45092,10,18,0,18,0,0.0,0
45093,10,20,0,15,0,-1.0,1
45094,2,19,0,15,0,-1.0,1
45095,Q,20,0,10,0,-1.0,1
45096,K,18,0,13,0,-1.0,1
45097,6,19,0,14,0,-1.0,1
45098,5,23,1,15,0,1.0,0
45099,J,21,0,7,0,-1.0,1
45100,6,25,1,14,0,1.0,0
45101,10,26,1,13,0,1.0,0
45102,J,20,0,10,1,-1.0,0
45103,4,18,0,20,0,1.0,0
45104,J,19,0,9,1,-1.0,0
45105,7,24,1,15,0,1.0,0
45106,2,17,0,12,0,-1.0,1
45107,10,20,0,14,0,-1.0,1
45108,K,18,0,13,0,-1.0,1
45109,5,19,0,16,0,-1.0,1
45110,K,19,0,9,0,-1.0,1
45111,7,19,0,20,0,1.0,0
45112,4,18,0,16,0,-1.0,1
45113,10,20,0,14,0,-1.0,1
45114,6,25,1,21,0,1.0,0
45115,6,25,1,19,0,1.0,0
45116,10,20,0,20,0,0.0,0
45117,Q,20,0,20,0,0.0,0
45118,8,19,0,12,0,-1.0,1
45119,8,20,0,20,0,0.0,0
45120,4,17,0,12,0,-1.0,1
45121,9,19,0,13,0,-1.0,1
45122,7,17,0,17,0,0.0,0
45123,9,20,0,20,0,0.0,0
45124,K,20,0,15,0,-1.0,1
45125,5,17,0,19,0,1.0,0
45126,2,22,1,10,1,1.0,1
45127,2,22,1,4,0,1.0,0
45128,A,18,0,19,0,1.0,0
45129,6,19,0,8,0,-1.0,1
45130,J,18,0,15,0,-1.0,1
45131,8,20,0,17,0,-1.0,1
45132,K,17,0,13,0,-1.0,1
45133,10,20,0,17,0,-1.0,1
45134,5,19,0,14,0,-1.0,1
45135,7,17,0,18,0,1.0,0
45136,4,18,0,5,0,-1.0,1
45137,8,20,0,14,0,-1.0,1
45138,2,21,0,16,0,-1.0,1
45139,6,23,1,17,0,1.0,0
45140,3,22,1,10,1,1.0,1
45141,7,19,0,19,0,0.0,0
45142,4,20,0,16,0,-1.0,1
45143,10,19,0,17,0,-1.0,1
45144,J,17,0,15,0,-1.0,1
45145,8,20,0,7,1,-1.0,0
45146,10,19,0,11,1,1.0,1
45147,2,22,1,6,1,1.0,1
45148,A,21,0,10,0,-1.0,1
45149,6,23,1,21,0,1.0,0
45150,4,20,0,12,0,-1.0,1
45151,5,22,1,12,0,1.0,0
45152,4,24,1,20,0,1.0,0
45153,4,17,0,7,0,-1.0,1
45154,10,20,0,18,0,-1.0,1
45155,10,18,0,12,0,-1.0,1
45156,4,19,0,18,0,-1.0,1
45157,2,20,0,17,0,-1.0,1
45158,7,21,0,17,0,-1.0,1
45159,J,20,0,11,1,1.0,1
45160,4,23,1,12,0,1.0,0
45161,J,22,1,20,0,1.0,0
45162,K,18,0,18,0,0.0,0
45163,5,23,1,14,0,1.0,0
45164,A,18,0,10,0,-1.0,1
45165,J,20,0,18,0,-1.0,1
45166,9,17,0,13,0,-1.0,1
45167,7,17,0,6,1,1.0,1
45168,J,26,1,8,0,1.0,0
45169,6,17,0,13,0,-1.0,1
45170,2,19,0,14,0,-1.0,1
45171,2,19,0,15,0,-1.0,1
45172,K,24,1,17,0,1.0,0
45173,5,17,0,4,0,-1.0,1
45174,6,18,0,14,0,-1.0,1
45175,6,22,1,17,0,1.0,0
45176,Q,19,0,12,0,-1.0,1
45177,A,24,1,18,0,1.0,0
45178,K,18,0,4,0,-1.0,1
45179,Q,17,0,15,0,-1.0,1
45180,J,17,0,12,0,-1.0,1
45181,K,21,0,19,0,-1.0,1
45182,9,22,1,10,0,1.0,0
45183,5,20,0,11,0,-1.0,1
45184,2,17,0,15,0,-1.0,1
45185,8,18,0,8,1,0.0,1
45186,3,20,0,10,0,-1.0,1
45187,6,21,0,10,0,-1.0,1
45188,8,20,0,16,0,-1.0,1
45189,Q,19,0,14,0,-1.0,1
45190,10,19,0,19,0,0.0,0
45191,4,19,0,13,0,-1.0,1
45192,10,20,0,12,0,-1.0,1
45193,Q,18,0,18,0,0.0,0
45194,Q,20,0,12,0,-1.0,1
45195,2,20,0,7,0,-1.0,1
45196,10,21,0,9,0,-1.0,1
45197,K,18,0,15,0,-1.0,1
45198,2,23,1,13,0,1.0,0
45199,3,23,1,12,0,1.0,0
45200,8,19,0,11,0,-1.0,1
45201,9,17,0,10,1,1.0,1
45202,8,18,0,18,0,0.0,0
45203,A,17,0,14,0,-1.0,1
45204,7,18,0,20,0,1.0,0
45205,10,19,0,14,0,-1.0,1
45206,K,17,0,16,0,-1.0,1
45207,7,19,0,19,0,0.0,0
45208,Q,17,0,15,0,-1.0,1
45209,5,18,0,20,0,1.0,0
45210,A,19,0,15,0,-1.0,1
45211,3,17,0,19,0,1.0,0
45212,5,23,1,8,0,1.0,0
45213,9,21,0,14,0,-1.0,1
45214,10,22,1,20,0,1.0,0
45215,2,20,0,19,0,-1.0,1
45216,2,22,1,8,0,1.0,0
45217,3,22,1,17,0,1.0,0
45218,7,22,1,15,0,1.0,0
45219,J,20,0,19,0,-1.0,1
45220,A,21,0,7,0,-1.0,1
45221,2,19,0,4,0,-1.0,1
45222,9,17,0,20,0,1.0,0
45223,2,23,1,9,1,1.0,1
45224,6,17,0,10,1,-1.0,0
45225,4,21,0,16,0,-1.0,1
45226,3,20,0,20,0,0.0,0
45227,10,20,0,19,0,-1.0,1
45228,K,18,0,12,0,-1.0,1
45229,3,19,0,14,0,-1.0,1
45230,7,21,0,12,0,-1.0,1
45231,9,26,1,13,0,1.0,0
45232,5,25,1,14,0,1.0,0
45233,8,18,0,18,0,0.0,0
45234,K,26,1,16,0,1.0,0
45235,9,25,1,18,0,1.0,0
45236,3,20,0,7,0,-1.0,1
45237,Q,21,0,12,0,-1.0,1
45238,9,20,0,12,0,-1.0,1
45239,10,20,0,19,0,-1.0,1
45240,J,17,0,14,0,-1.0,1
45241,J,20,0,16,0,-1.0,1
45242,6,26,1,20,0,1.0,0
45243,8,18,0,20,0,1.0,0
45244,2,22,1,17,0,1.0,0
45245,8,18,0,8,0,-1.0,1
45246,8,18,0,19,0,1.0,0
45247,4,18,0,13,0,-1.0,1
45248,Q,17,0,14,0,-1.0,1
45249,7,18,0,12,0,-1.0,1
45250,5,22,1,17,0,1.0,0
45251,2,19,0,11,0,-1.0,1
45252,6,21,0,13,0,-1.0,1
45253,6,20,0,16,0,-1.0,1
