,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome
43832,3,21,0,17,0,-1.0,1
43833,10,20,0,9,1,-1.0,0
43834,9,21,0,20,0,-1.0,1
43835,J,19,0,18,0,-1.0,1
43836,3,19,0,13,0,-1.0,1
43837,J,19,0,15,0,-1.0,1
43838,4,18,0,19,0,1.0,0
43839,9,21,0,11,1,0.0,1
43840,8,18,0,11,1,-1.0,0
43841,10,20,0,21,0,1.0,0
43842,A,17,0,6,0,-1.0,1
43843,4,20,0,20,0,0.0,0
43844,9,24,1,18,0,1.0,0
43845,2,20,0,17,0,-1.0,1
43846,6,17,0,19,0,1.0,0
43847,A,18,0,20,0,1.0,0
43848,Q,20,0,14,0,-1.0,1
43849,J,19,0,7,1,-1.0,0
43850,K,17,0,20,0,1.0,0
43851,2,17,0,16,0,-1.0,1
43852,Q,19,0,16,0,-1.0,1
43853,Q,19,0,20,0,1.0,0
43854,J,20,0,12,0,-1.0,1
43855,A,17,0,15,0,-1.0,1
43856,A,20,0,15,0,-1.0,1
43857,9,18,0,19,0,1.0,0
43858,4,21,0,19,0,-1.0,1
43859,7,24,1,17,0,1.0,0
43860,4,19,0,17,0,-1.0,1
43861,2,17,0,15,0,-1.0,1
43862,10,21,0,12,0,-1.0,1
43863,J,21,0,18,0,-1.0,1
43864,J,21,0,12,0,-1.0,1
43865,10,21,0,14,0,-1.0,1
43866,10,26,1,18,0,1.0,0
43867,Q,19,0,14,0,-1.0,1
43868,6,23,1,10,1,1.0,1
43869,J,20,0,18,0,-1.0,1
43870,4,20,0,13,0,-1.0,1
43871,Q,19,0,19,0,0.0,0
43872,5,18,0,19,0,1.0,0
43873,10,19,0,11,0,-1.0,1
43874,Q,17,0,13,0,-1.0,1
43875,2,18,0,13,0,-1.0,1
43876,4,18,0,21,0,1.0,0
43877,K,25,1,11,0,1.0,0
43878,A,21,0,12,0,-1.0,1
43879,2,23,1,18,0,1.0,0
43880,2,20,0,13,0,-1.0,1
43881,2,25,1,17,0,1.0,0
43882,A,20,0,12,0,-1.0,1
43883,Q,21,0,15,0,-1.0,1
43884,3,25,1,15,0,1.0,0
43885,6,26,1,13,0,1.0,0
43886,K,25,1,13,0,1.0,0
43887,10,18,0,12,0,-1.0,1
43888,A,24,1,11,0,1.0,0
43889,J,17,0,16,0,-1.0,1
43890,6,20,0,15,0,-1.0,1
43891,A,17,0,20,0,1.0,0
43892,6,17,0,17,0,0.0,0
43893,9,19,0,11,1,-1.0,0
43894,2,21,0,14,0,-1.0,1
43895,10,21,0,14,0,-1.0,1
43896,2,20,0,15,0,-1.0,1
43897,5,20,0,12,0,-1.0,1
43898,J,21,0,14,0,-1.0,1
43899,10,20,0,13,0,-1.0,1
43900,J,20,0,11,0,-1.0,1
43901,10,20,0,13,0,-1.0,1
43902,6,20,0,15,0,-1.0,1
43903,8,19,0,9,1,-1.0,0
43904,Q,20,0,14,0,-1.0,1
43905,4,19,0,13,0,-1.0,1
43906,A,18,0,17,0,-1.0,1
43907,2,18,0,20,0,1.0,0
43908,Q,20,0,16,0,-1.0,1
43909,2,18,0,10,1,-1.0,0
43910,3,23,1,17,0,1.0,0
43911,8,19,0,20,0,1.0,0
43912,6,24,1,7,1,1.0,1
43913,3,17,0,13,0,-1.0,1
43914,A,18,0,9,1,1.0,1
43915,10,18,0,12,0,-1.0,1
43916,6,17,0,7,0,-1.0,1
43917,Q,20,0,20,0,0.0,0
43918,9,22,1,20,0,1.0,0
43919,6,17,0,12,0,-1.0,1
43920,8,17,0,20,0,1.0,0
43921,A,23,1,13,0,1.0,0
43922,K,20,0,13,0,-1.0,1
43923,6,23,1,13,0,1.0,0
43924,3,26,1,9,1,1.0,1
43925,J,20,0,15,0,-1.0,1
43926,5,19,0,9,1,-1.0,0
43927,J,20,0,15,0,-1.0,1
43928,K,20,0,21,0,1.0,0
43929,7,17,0,14,0,-1.0,1
43930,A,18,0,6,1,-1.0,0
43931,5,17,0,20,0,1.0,0
43932,9,19,0,20,0,1.0,0
43933,9,19,0,15,0,-1.0,1
43934,6,18,0,12,0,-1.0,1
43935,K,21,0,10,1,-1.0,0
43936,6,20,0,9,0,-1.0,1
43937,K,20,0,18,0,-1.0,1
43938,Q,19,0,17,0,-1.0,1
43939,A,21,0,19,0,-1.0,1
43940,3,17,0,13,0,-1.0,1
43941,8,25,1,14,0,1.0,0
43942,5,17,0,13,0,-1.0,1
43943,7,26,1,20,0,1.0,0
43944,7,17,0,14,0,-1.0,1
43945,7,18,0,14,0,-1.0,1
43946,K,20,0,15,0,-1.0,1
43947,8,21,0,20,0,-1.0,1
43948,3,19,0,15,0,-1.0,1
43949,5,18,0,13,0,-1.0,1
43950,6,26,1,14,0,1.0,0
43951,3,22,1,11,0,1.0,0
43952,6,25,1,13,0,1.0,0
43953,K,21,0,13,0,-1.0,1
43954,8,17,0,8,0,-1.0,1
43955,9,19,0,17,0,-1.0,1
43956,A,21,0,16,0,-1.0,1
43957,10,18,0,11,1,-1.0,0
43958,J,24,1,15,0,1.0,0
43959,8,17,0,20,0,1.0,0
43960,7,19,0,12,0,-1.0,1
43961,7,17,0,20,0,1.0,0
43962,J,25,1,14,0,1.0,0
43963,8,24,1,17,0,1.0,0
43964,6,18,0,20,0,1.0,0
43965,9,21,0,14,0,-1.0,1
43966,6,20,0,18,0,-1.0,1
43967,K,21,0,10,0,-1.0,1
43968,7,17,0,13,0,-1.0,1
43969,10,24,1,13,0,1.0,0
43970,2,18,0,21,0,1.0,0
43971,J,23,1,15,0,1.0,0
43972,6,25,1,13,0,1.0,0
43973,4,19,0,20,0,1.0,0
43974,3,19,0,12,0,-1.0,1
43975,6,21,0,20,0,-1.0,1
43976,7,20,0,19,0,-1.0,1
43977,6,23,1,17,0,1.0,0
43978,5,25,1,20,0,1.0,0
43979,Q,22,1,14,0,1.0,0
43980,6,23,1,18,0,1.0,0
43981,10,18,0,16,0,-1.0,1
43982,Q,21,0,16,0,-1.0,1
43983,9,18,0,15,0,-1.0,1
43984,5,21,0,16,0,-1.0,1
43985,K,21,0,12,0,-1.0,1
43986,7,18,0,21,0,1.0,0
43987,4,17,0,11,1,1.0,1
43988,A,21,0,13,0,-1.0,1
43989,K,20,0,16,0,-1.0,1
43990,5,17,0,10,0,-1.0,1
43991,Q,20,0,13,0,-1.0,1
43992,4,19,0,10,0,-1.0,1
43993,J,20,0,20,0,0.0,0
43994,10,19,0,13,0,-1.0,1
43995,9,17,0,13,0,-1.0,1
43996,Q,20,0,12,0,-1.0,1
43997,K,24,1,15,0,1.0,0
43998,8,20,0,15,0,-1.0,1
43999,K,20,0,15,0,-1.0,1
44000,7,19,0,15,0,-1.0,1
44001,2,17,0,15,0,-1.0,1
44002,A,21,0,20,0,-1.0,1
44003,6,23,1,6,1,1.0,1
44004,A,23,1,16,0,1.0,0
44005,6,18,0,16,0,-1.0,1
44006,J,22,1,12,0,1.0,0
44007,J,24,1,10,0,1.0,0
44008,3,18,0,16,0,-1.0,1
44009,Q,24,1,21,0,1.0,0
44010,A,23,1,16,0,1.0,0
44011,10,20,0,13,0,-1.0,1
44012,Q,19,0,11,0,-1.0,1
44013,8,18,0,17,0,-1.0,1
44014,A,20,0,10,1,0.0,1
44015,9,19,0,14,0,-1.0,1
44016,4,25,1,19,0,1.0,0
44017,3,19,0,16,0,-1.0,1
44018,7,23,1,12,0,1.0,0
44019,8,22,1,15,0,1.0,0
44020,9,18,0,20,0,1.0,0
44021,A,19,0,10,1,0.0,1
44022,J,20,0,8,1,-1.0,0
44023,8,21,0,19,0,-1.0,1
44024,10,18,0,15,0,-1.0,1
44025,2,18,0,14,0,-1.0,1
44026,5,18,0,14,0,-1.0,1
44027,8,17,0,21,0,1.0,0
44028,8,25,1,13,0,1.0,0
44029,J,19,0,10,0,-1.0,1
44030,5,25,1,18,0,1.0,0
44031,K,18,0,10,1,-1.0,0
44032,9,19,0,6,0,-1.0,1
44033,9,18,0,11,0,-1.0,1
44034,10,18,0,11,0,-1.0,1
44035,K,20,0,14,0,-1.0,1
44036,6,26,1,12,0,1.0,0
44037,A,21,0,20,0,-1.0,1
44038,2,22,1,7,0,1.0,0
44039,6,19,0,13,0,-1.0,1
44040,6,26,1,13,0,1.0,0
44041,J,19,0,17,0,-1.0,1
44042,3,23,1,14,0,1.0,0
44043,8,18,0,14,0,-1.0,1
44044,3,17,0,19,0,1.0,0
44045,K,18,0,10,0,-1.0,1
44046,7,22,1,14,0,1.0,0
44047,K,21,0,12,0,-1.0,1
44048,3,18,0,15,0,-1.0,1
44049,10,17,0,9,1,-1.0,0
44050,3,18,0,20,0,1.0,0
44051,10,20,0,14,0,-1.0,1
44052,5,24,1,19,0,1.0,0
44053,8,17,0,10,1,-1.0,0
44054,5,17,0,15,0,-1.0,1
44055,K,20,0,20,0,0.0,0
44056,K,20,0,12,0,-1.0,1
44057,J,21,0,13,0,-1.0,1
44058,J,21,0,18,0,-1.0,1
44059,5,25,1,18,0,1.0,0
44060,A,19,0,12,0,-1.0,1
44061,K,24,1,17,0,1.0,0
44062,6,24,1,16,0,1.0,0
44063,A,21,0,17,0,-1.0,1
44064,10,24,1,20,0,1.0,0
44065,9,17,0,11,1,0.0,1
44066,4,23,1,12,0,1.0,0
44067,3,19,0,19,0,0.0,0
44068,2,18,0,12,0,-1.0,1
44069,6,19,0,14,0,-1.0,1
44070,2,26,1,10,0,1.0,0
44071,7,17,0,12,0,-1.0,1
44072,10,20,0,15,0,-1.0,1
44073,J,24,1,6,1,1.0,1
44074,3,25,1,15,0,1.0,0
44075,A,21,0,21,0,0.0,0
44076,5,25,1,13,0,1.0,0
44077,2,23,1,14,0,1.0,0
44078,Q,22,1,20,0,1.0,0
44079,8,20,0,18,0,-1.0,1
44080,3,21,0,11,1,-1.0,0
44081,4,20,0,13,0,-1.0,1
44082,8,19,0,18,0,-1.0,1
44083,Q,20,0,13,0,-1.0,1
44084,6,20,0,14,0,-1.0,1
44085,6,17,0,12,0,-1.0,1
44086,6,24,1,6,1,1.0,1
44087,5,17,0,19,0,1.0,0
44088,K,23,1,14,0,1.0,0
44089,8,18,0,19,0,1.0,0
44090,K,20,0,9,0,-1.0,1
44091,2,25,1,12,0,1.0,0
44092,A,21,0,21,0,0.0,0
44093,2,26,1,21,0,1.0,0
44094,7,26,1,16,0,1.0,0
44095,2,21,0,8,1,-1.0,0
44096,2,20,0,10,0,-1.0,1
44097,Q,25,1,14,0,1.0,0
44098,10,18,0,15,0,-1.0,1
44099,4,17,0,19,0,1.0,0
44100,3,18,0,11,0,-1.0,1
44101,A,21,0,17,0,-1.0,1
44102,7,17,0,18,0,1.0,0
44103,3,21,0,18,0,-1.0,1
44104,4,22,1,14,0,1.0,0
44105,3,17,0,15,0,-1.0,1
44106,5,20,0,13,0,-1.0,1
44107,K,18,0,20,0,1.0,0
44108,Q,20,0,7,1,-1.0,0
44109,2,22,1,11,1,1.0,1
44110,A,20,0,21,0,1.0,0
44111,A,23,1,14,0,1.0,0
44112,3,26,1,18,0,1.0,0
44113,10,20,0,16,0,-1.0,1
44114,6,23,1,16,0,1.0,0
44115,8,18,0,12,0,-1.0,1
44116,J,19,0,19,0,0.0,0
44117,8,18,0,14,0,-1.0,1
44118,7,22,1,14,0,1.0,0
44119,7,17,0,17,0,0.0,0
44120,3,24,1,9,1,1.0,1
44121,7,19,0,14,0,-1.0,1
44122,A,17,0,20,0,1.0,0
44123,8,23,1,11,1,1.0,1
44124,7,22,1,11,1,1.0,1
44125,A,23,1,10,1,1.0,1
44126,3,23,1,15,0,1.0,0
44127,J,20,0,20,0,0.0,0
44128,J,18,0,13,0,-1.0,1
44129,3,18,0,6,1,-1.0,0
44130,4,21,0,16,0,-1.0,1
44131,K,19,0,16,0,-1.0,1
44132,7,17,0,5,1,-1.0,0
44133,8,17,0,13,0,-1.0,1
44134,3,20,0,13,0,-1.0,1
44135,8,17,0,18,0,1.0,0
44136,6,22,1,7,0,1.0,0
44137,9,19,0,12,0,-1.0,1
44138,Q,22,1,20,0,1.0,0
44139,K,20,0,16,0,-1.0,1
44140,9,19,0,12,0,-1.0,1
44141,7,17,0,14,0,-1.0,1
44142,Q,17,0,17,0,0.0,0
44143,2,23,1,12,0,1.0,0
44144,Q,24,1,14,0,1.0,0
44145,A,19,0,14,0,-1.0,1
44146,2,19,0,18,0,-1.0,1
44147,6,19,0,6,1,-1.0,0
44148,3,20,0,12,0,-1.0,1
44149,5,20,0,5,1,-1.0,0
44150,K,18,0,18,0,0.0,0
44151,9,17,0,19,0,1.0,0
44152,7,19,0,9,1,0.0,1
44153,7,20,0,21,0,1.0,0
44154,Q,20,0,13,0,-1.0,1
44155,A,20,0,14,0,-1.0,1
44156,10,19,0,19,0,0.0,0
44157,5,24,1,18,0,1.0,0
44158,9,19,0,5,0,-1.0,1
44159,10,20,0,18,0,-1.0,1
44160,10,20,0,18,0,-1.0,1
44161,10,20,0,12,0,-1.0,1
44162,6,26,1,14,0,1.0,0
44163,4,21,0,8,1,-1.0,0
44164,10,20,0,15,0,-1.0,1
44165,J,18,0,18,0,0.0,0
44166,6,26,1,12,0,1.0,0
44167,Q,22,1,8,1,1.0,1
44168,8,19,0,13,0,-1.0,1
44169,6,25,1,19,0,1.0,0
44170,K,23,1,17,0,1.0,0
44171,3,23,1,20,0,1.0,0
44172,3,21,0,16,0,-1.0,1
44173,Q,22,1,13,0,1.0,0
44174,4,20,0,10,1,-1.0,0
44175,A,21,0,9,0,-1.0,1
44176,6,24,1,20,0,1.0,0
44177,A,21,0,14,0,-1.0,1
44178,10,18,0,12,0,-1.0,1
44179,2,22,1,11,1,1.0,1
44180,3,20,0,6,0,-1.0,1
44181,A,18,0,13,0,-1.0,1
44182,7,17,0,14,0,-1.0,1
44183,5,18,0,15,0,-1.0,1
44184,Q,21,0,19,0,-1.0,1
44185,J,26,1,10,0,1.0,0
44186,8,17,0,18,0,1.0,0
44187,8,26,1,19,0,1.0,0
44188,Q,17,0,18,0,1.0,0
44189,J,17,0,9,1,-1.0,0
44190,J,19,0,12,0,-1.0,1
44191,K,24,1,9,0,1.0,0
44192,3,23,1,12,0,1.0,0
44193,5,21,0,13,0,-1.0,1
44194,7,21,0,19,0,-1.0,1
44195,6,26,1,20,0,1.0,0
44196,7,17,0,18,0,1.0,0
44197,9,19,0,8,1,-1.0,0
44198,10,19,0,12,0,-1.0,1
44199,A,19,0,16,0,-1.0,1
44200,5,18,0,12,0,-1.0,1
44201,A,21,0,20,0,-1.0,1
44202,10,21,0,11,0,-1.0,1
44203,A,20,0,12,0,-1.0,1
44204,J,22,1,12,0,1.0,0
44205,8,23,1,16,0,1.0,0
44206,Q,20,0,12,0,-1.0,1
44207,K,20,0,16,0,-1.0,1
44208,K,20,0,17,0,-1.0,1
44209,2,19,0,20,0,1.0,0
44210,8,24,1,19,0,1.0,0
44211,3,25,1,7,1,1.0,1
44212,3,21,0,15,0,-1.0,1
44213,8,17,0,9,0,-1.0,1
44214,8,22,1,19,0,1.0,0
44215,6,19,0,18,0,-1.0,1
44216,2,17,0,14,0,-1.0,1
44217,9,19,0,17,0,-1.0,1
44218,K,20,0,14,0,-1.0,1
44219,K,20,0,12,0,-1.0,1
44220,4,20,0,17,0,-1.0,1
44221,A,21,0,20,0,-1.0,1
44222,J,24,1,15,0,1.0,0
44223,10,21,0,9,0,-1.0,1
44224,K,17,0,12,0,-1.0,1
44225,3,17,0,20,0,1.0,0
44226,7,18,0,20,0,1.0,0
44227,10,21,0,17,0,-1.0,1
44228,5,24,1,13,0,1.0,0
44229,2,19,0,7,0,-1.0,1
44230,J,18,0,12,0,-1.0,1
44231,6,26,1,16,0,1.0,0
44232,5,17,0,14,0,-1.0,1
44233,8,25,1,20,0,1.0,0
44234,6,23,1,12,0,1.0,0
44235,6,18,0,21,0,1.0,0
44236,4,22,1,8,1,1.0,1
44237,10,19,0,21,0,1.0,0
44238,7,19,0,21,0,1.0,0
44239,Q,17,0,21,0,1.0,0
44240,7,22,1,18,0,1.0,0
44241,A,18,0,12,0,-1.0,1
44242,K,23,1,16,0,1.0,0
44243,2,18,0,20,0,1.0,0
44244,5,21,0,15,0,-1.0,1
44245,10,21,0,17,0,-1.0,1
44246,A,18,0,12,0,-1.0,1
44247,Q,20,0,15,0,-1.0,1
44248,J,20,0,20,0,0.0,0
44249,8,18,0,5,1,-1.0,0
44250,5,19,0,21,0,1.0,0
44251,2,22,1,11,0,1.0,0
44252,4,17,0,13,0,-1.0,1
44253,9,20,0,20,0,0.0,0
44254,6,25,1,20,0,1.0,0
44255,4,17,0,13,0,-1.0,1
44256,2,19,0,13,0,-1.0,1
44257,A,24,1,16,0,1.0,0
44258,9,25,1,14,0,1.0,0
44259,10,20,0,21,0,1.0,0
44260,3,22,1,17,0,1.0,0
44261,A,17,0,13,0,-1.0,1
44262,6,23,1,19,0,1.0,0
44263,3,22,1,11,1,1.0,1
44264,Q,20,0,18,0,-1.0,1
44265,4,18,0,15,0,-1.0,1
44266,6,18,0,18,0,0.0,0
44267,K,22,1,9,0,1.0,0
44268,K,26,1,18,0,1.0,0
44269,K,25,1,18,0,1.0,0
44270,2,21,0,16,0,-1.0,1
44271,10,17,0,12,0,-1.0,1
44272,9,19,0,16,0,-1.0,1
44273,4,24,1,16,0,1.0,0
44274,Q,18,0,17,0,-1.0,1
44275,2,17,0,19,0,1.0,0
44276,J,17,0,15,0,-1.0,1
44277,2,20,0,13,0,-1.0,1
44278,5,23,1,14,0,1.0,0
44279,5,17,0,12,0,-1.0,1
44280,A,19,0,20,0,1.0,0
44281,K,20,0,19,0,-1.0,1
44282,2,19,0,15,0,-1.0,1
44283,5,22,1,13,0,1.0,0
44284,5,22,1,16,0,1.0,0
44285,10,20,0,16,0,-1.0,1
44286,6,21,0,20,0,-1.0,1
44287,5,24,1,6,1,1.0,1
44288,7,22,1,20,0,1.0,0
44289,8,22,1,13,0,1.0,0
44290,Q,26,1,17,0,1.0,0
44291,10,21,0,21,0,0.0,0
44292,9,17,0,9,0,-1.0,1
44293,2,19,0,20,0,1.0,0
44294,Q,20,0,20,0,0.0,0
44295,Q,18,0,18,0,0.0,0
44296,4,18,0,13,0,-1.0,1
44297,Q,21,0,8,1,-1.0,0
44298,10,17,0,10,1,1.0,1
44299,6,26,1,11,0,1.0,0
44300,K,20,0,15,0,-1.0,1
44301,Q,17,0,10,0,-1.0,1
44302,A,20,0,5,1,-1.0,0
44303,6,19,0,16,0,-1.0,1
44304,4,20,0,13,0,-1.0,1
44305,9,20,0,11,0,-1.0,1
44306,J,20,0,17,0,-1.0,1
44307,5,23,1,19,0,1.0,0
44308,7,21,0,12,0,-1.0,1
44309,10,20,0,19,0,-1.0,1
44310,J,19,0,20,0,1.0,0
44311,4,21,0,17,0,-1.0,1
44312,K,19,0,20,0,1.0,0
44313,10,25,1,14,0,1.0,0
44314,J,20,0,17,0,-1.0,1
44315,9,20,0,6,1,-1.0,0
44316,4,19,0,14,0,-1.0,1
44317,10,26,1,20,0,1.0,0
44318,6,23,1,13,0,1.0,0
44319,Q,18,0,21,0,1.0,0
44320,9,23,1,13,0,1.0,0
44321,2,22,1,21,0,1.0,0
44322,3,17,0,13,0,-1.0,1
44323,2,18,0,21,0,1.0,0
44324,K,20,0,15,0,-1.0,1
44325,8,20,0,16,0,-1.0,1
44326,K,24,1,13,0,1.0,0
44327,A,20,0,15,0,-1.0,1
44328,2,19,0,12,0,-1.0,1
44329,2,17,0,13,0,-1.0,1
44330,9,20,0,17,0,-1.0,1
44331,Q,20,0,9,1,-1.0,0
44332,8,18,0,15,0,-1.0,1
44333,10,17,0,9,1,-1.0,0
44334,Q,22,1,17,0,1.0,0
44335,J,19,0,15,0,-1.0,1
44336,9,19,0,13,0,-1.0,1
44337,10,17,0,18,0,1.0,0
44338,9,19,0,18,0,-1.0,1
44339,6,24,1,14,0,1.0,0
44340,J,17,0,14,0,-1.0,1
44341,9,19,0,15,0,-1.0,1
44342,9,19,0,14,0,-1.0,1
44343,3,26,1,20,0,1.0,0
44344,3,17,0,16,0,-1.0,1
44345,K,25,1,12,0,1.0,0
44346,2,20,0,15,0,-1.0,1
44347,7,21,0,13,0,-1.0,1
44348,4,18,0,21,0,1.0,0
44349,K,20,0,18,0,-1.0,1
44350,5,23,1,19,0,1.0,0
44351,A,21,0,15,0,-1.0,1
44352,9,17,0,20,0,1.0,0
44353,5,18,0,15,0,-1.0,1
44354,K,21,0,11,0,-1.0,1
44355,J,19,0,16,0,-1.0,1
44356,6,20,0,4,1,-1.0,0
44357,Q,21,0,13,0,-1.0,1
44358,7,17,0,20,0,1.0,0
44359,9,19,0,19,0,0.0,0
44360,9,19,0,7,1,-1.0,0
44361,4,20,0,15,0,-1.0,1
44362,8,17,0,16,0,-1.0,1
44363,A,20,0,12,0,-1.0,1
44364,J,19,0,12,0,-1.0,1
44365,4,21,0,16,0,-1.0,1
44366,3,18,0,12,0,-1.0,1
44367,10,20,0,8,0,-1.0,1
44368,J,18,0,13,0,-1.0,1
44369,4,24,1,13,0,1.0,0
44370,2,20,0,18,0,-1.0,1
44371,6,26,1,12,0,1.0,0
44372,2,17,0,15,0,-1.0,1
44373,3,19,0,18,0,-1.0,1
44374,9,26,1,20,0,1.0,0
44375,6,23,1,18,0,1.0,0
44376,4,23,1,12,0,1.0,0
44377,5,17,0,6,1,-1.0,0
44378,5,19,0,10,1,-1.0,0
44379,8,18,0,19,0,1.0,0
44380,Q,22,1,9,0,1.0,0
44381,7,17,0,19,0,1.0,0
44382,8,17,0,14,0,-1.0,1
44383,9,19,0,11,0,-1.0,1
44384,7,26,1,12,0,1.0,0
44385,K,21,0,13,0,-1.0,1
44386,9,19,0,11,0,-1.0,1
44387,4,17,0,10,1,1.0,1
44388,5,24,1,19,0,1.0,0
44389,5,23,1,20,0,1.0,0
44390,10,24,1,9,1,1.0,1
44391,9,21,0,6,1,-1.0,0
44392,Q,22,1,18,0,1.0,0
44393,J,23,1,16,0,1.0,0
44394,5,17,0,13,0,-1.0,1
44395,K,19,0,12,0,-1.0,1
44396,8,19,0,10,1,1.0,1
44397,8,18,0,11,0,-1.0,1
44398,8,17,0,20,0,1.0,0
44399,4,20,0,16,0,-1.0,1
44400,3,18,0,15,0,-1.0,1
44401,9,19,0,9,0,-1.0,1
44402,Q,19,0,15,0,-1.0,1
44403,A,21,0,19,0,-1.0,1
44404,K,20,0,18,0,-1.0,1
44405,9,25,1,14,0,1.0,0
44406,A,17,0,19,0,1.0,0
44407,9,19,0,15,0,-1.0,1
44408,7,17,0,15,0,-1.0,1
44409,Q,20,0,13,0,-1.0,1
44410,3,23,1,8,1,1.0,1
44411,4,18,0,4,1,-1.0,0
44412,A,21,0,16,0,-1.0,1
44413,Q,23,1,9,1,1.0,1
44414,3,25,1,10,0,1.0,0
44415,4,21,0,20,0,-1.0,1
44416,3,19,0,12,0,-1.0,1
44417,10,26,1,20,0,1.0,0
44418,7,21,0,21,0,0.0,0
44419,6,17,0,20,0,1.0,0
44420,9,24,1,20,0,1.0,0
44421,3,18,0,15,0,-1.0,1
44422,6,18,0,16,0,-1.0,1
44423,3,22,1,12,0,1.0,0
44424,10,17,0,13,0,-1.0,1
44425,K,17,0,16,0,-1.0,1
44426,9,25,1,17,0,1.0,0
44427,5,17,0,11,1,-1.0,0
44428,A,25,1,18,0,1.0,0
44429,4,23,1,14,0,1.0,0
44430,J,25,1,7,0,1.0,0
44431,2,23,1,15,0,1.0,0
44432,2,24,1,13,0,1.0,0
44433,5,24,1,21,0,1.0,0
44434,10,20,0,9,1,-1.0,0
44435,9,19,0,16,0,-1.0,1
44436,8,18,0,8,0,-1.0,1
44437,5,21,0,16,0,-1.0,1
44438,10,21,0,6,0,-1.0,1
44439,10,18,0,11,0,-1.0,1
44440,10,20,0,20,0,0.0,0
44441,3,22,1,11,1,1.0,1
44442,6,22,1,7,1,1.0,1
44443,2,21,0,16,0,-1.0,1
44444,6,17,0,17,0,0.0,0
44445,4,19,0,19,0,0.0,0
44446,8,19,0,18,0,-1.0,1
44447,Q,20,0,20,0,0.0,0
44448,2,21,0,13,0,-1.0,1
44449,5,17,0,16,0,-1.0,1
44450,9,19,0,13,0,-1.0,1
44451,9,18,0,13,0,-1.0,1
44452,A,20,0,12,0,-1.0,1
44453,Q,18,0,16,0,-1.0,1
44454,6,19,0,12,0,-1.0,1
44455,9,19,0,16,0,-1.0,1
44456,Q,17,0,11,0,-1.0,1
44457,2,21,0,18,0,-1.0,1
44458,3,19,0,20,0,1.0,0
44459,A,18,0,9,0,-1.0,1
44460,Q,17,0,21,0,1.0,0
44461,6,21,0,18,0,-1.0,1
44462,8,18,0,20,0,1.0,0
44463,K,20,0,14,0,-1.0,1
44464,8,18,0,17,0,-1.0,1
44465,Q,20,0,8,1,-1.0,0
44466,K,19,0,20,0,1.0,0
44467,10,21,0,15,0,-1.0,1
44468,K,20,0,13,0,-1.0,1
44469,10,21,0,16,0,-1.0,1
44470,Q,21,0,20,0,-1.0,1
44471,A,19,0,14,0,-1.0,1
44472,8,18,0,10,1,-1.0,0
44473,A,19,0,6,1,-1.0,0
44474,6,18,0,9,0,-1.0,1
44475,7,17,0,9,1,1.0,1
44476,8,18,0,20,0,1.0,0
44477,A,21,0,18,0,-1.0,1
44478,Q,20,0,17,0,-1.0,1
44479,J,24,1,20,0,1.0,0
44480,9,20,0,20,0,0.0,0
44481,10,24,1,12,0,1.0,0
44482,6,17,0,19,0,1.0,0
44483,4,22,1,7,1,1.0,1
44484,10,18,0,19,0,1.0,0
44485,2,19,0,19,0,0.0,0
44486,3,18,0,13,0,-1.0,1
44487,6,18,0,13,0,-1.0,1
44488,Q,24,1,16,0,1.0,0
44489,2,20,0,20,0,0.0,0
44490,7,22,1,20,0,1.0,0
44491,3,17,0,9,0,-1.0,1
44492,4,19,0,18,0,-1.0,1
44493,J,20,0,15,0,-1.0,1
44494,4,24,1,6,1,1.0,1
44495,J,24,1,13,0,1.0,0
44496,3,23,1,19,0,1.0,0
44497,5,23,1,10,0,1.0,0
44498,5,18,0,9,0,-1.0,1
44499,3,22,1,13,0,1.0,0
44500,3,20,0,14,0,-1.0,1
44501,Q,22,1,12,0,1.0,0
44502,Q,18,0,7,0,-1.0,1
44503,J,20,0,17,0,-1.0,1
44504,2,18,0,8,1,-1.0,0
44505,J,22,1,13,0,1.0,0
44506,J,25,1,12,0,1.0,0
44507,5,19,0,6,1,-1.0,0
44508,A,17,0,17,0,0.0,0
44509,K,20,0,11,1,-1.0,0
44510,K,21,0,13,0,-1.0,1
44511,K,22,1,15,0,1.0,0
44512,5,19,0,9,1,-1.0,0
44513,3,18,0,14,0,-1.0,1
44514,7,25,1,19,0,1.0,0
44515,2,18,0,16,0,-1.0,1
44516,8,22,1,17,0,1.0,0
44517,2,26,1,12,0,1.0,0
44518,7,23,1,13,0,1.0,0
44519,4,18,0,21,0,1.0,0
44520,8,18,0,9,0,-1.0,1
44521,6,21,0,13,0,-1.0,1
44522,K,21,0,16,0,-1.0,1
44523,10,20,0,4,1,-1.0,0
44524,Q,20,0,20,0,0.0,0
44525,9,22,1,13,0,1.0,0
44526,9,17,0,16,0,-1.0,1
44527,3,22,1,13,0,1.0,0
44528,K,20,0,20,0,0.0,0
44529,Q,20,0,10,1,-1.0,0
44530,A,17,0,18,0,1.0,0
44531,4,17,0,17,0,0.0,0
44532,3,21,0,10,1,-1.0,0
44533,8,24,1,19,0,1.0,0
44534,5,21,0,10,1,-1.0,0
44535,5,25,1,17,0,1.0,0
44536,2,21,0,12,0,-1.0,1
44537,9,17,0,5,1,1.0,1
44538,7,18,0,10,0,-1.0,1
44539,4,24,1,16,0,1.0,0
44540,A,20,0,21,0,1.0,0
44541,10,20,0,13,0,-1.0,1
44542,2,20,0,8,1,-1.0,0
